Reference,Clause,Description,Initial Assessment Points,Findings,Status
A.7.7,Clear desk and clear screen,"Annex A A.7.7: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are auto‑lock and session timeouts configured?,,
A.7.7,Clear desk and clear screen,"Annex A A.7.7: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are periodic spot‑checks performed?,,
A.7.8,Equipment siting and protection,"Annex A A.7.8: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",1. Is equipment placement documented with risk considerations?,,
A.7.8,Equipment siting and protection,"Annex A A.7.8: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",2. Are protections in place against physical damage and tampering?,,
A.7.8,Equipment siting and protection,"Annex A A.7.8: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",3. Are power/cooling sufficient with monitoring?,,
A.7.9,Security of assets off-premises,"Annex A A.7.9: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are off‑premises asset movements authorized and tracked?,,
A.7.9,Security of assets off-premises,"Annex A A.7.9: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are encryption and secure transport enforced?,,
A.7.9,Security of assets off-premises,"Annex A A.7.9: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are asset losses reported and investigated?,,
A.7.10,Storage media,"Annex A A.7.10: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.","1. Is media use authorized, encrypted, and inventoried?",,
A.7.10,Storage media,"Annex A A.7.10: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. How is media securely transported and stored?,,
A.7.10,Storage media,"Annex A A.7.10: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are media sanitization methods approved and verified?,,
A.7.11,Supporting utilities,"Annex A A.7.11: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are utility capacities and redundancy documented?,,
A.7.11,Supporting utilities,"Annex A A.7.11: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are UPS/generators tested and maintained?,,
A.7.11,Supporting utilities,"Annex A A.7.11: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are utility failures tracked and reviewed?,,
A.7.12,Cabling security,"Annex A A.7.12: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are network/power cabling routes protected and documented?,,
A.7.12,Cabling security,"Annex A A.7.12: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are distribution frames/closets secured?,,
A.7.12,Cabling security,"Annex A A.7.12: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are inspections conducted for wear/damage/interception risk?,,
A.7.13,Equipment maintenance,"Annex A A.7.13: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",1. Is maintenance scheduled and recorded for critical equipment?,,
A.7.13,Equipment maintenance,"Annex A A.7.13: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",2. Are post‑maintenance checks documented?,,
A.7.13,Equipment maintenance,"Annex A A.7.13: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",3. Are third‑party engineers vetted and supervised?,,
A.7.14,Secure disposal or re-use of equipment,"Annex A A.7.14: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",1. Are approved sanitization/destruction methods defined per media type?,,
A.7.14,Secure disposal or re-use of equipment,"Annex A A.7.14: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",2. Is disposal verified and certificates retained?,,
A.7.14,Secure disposal or re-use of equipment,"Annex A A.7.14: Protect physical premises and assets with layered controls (perimeter, entry controls, secure areas), equipment security, and environmental protections. Manage visitor access, clear desk/screen, and secure disposal of media and equipment.",3. Are residual data risks tested (spot checks)?,,
A.8,Technological controls,"Annex A A.8: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",–,,
A.8.1,User endpoint devices,"Annex A A.8.1: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.","1. Are endpoint baselines defined and enforced (builds, hardening)?",,
A.8.1,User endpoint devices,"Annex A A.8.1: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. How is mobile/remote device posture monitored and remediated?,,
A.8.1,User endpoint devices,"Annex A A.8.1: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are exceptions to baseline approved and time‑limited?,,
A.8.2,Privileged access rights,"Annex A A.8.2: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.","1. How are privileged accounts provisioned, monitored, and reviewed?",,
A.8.2,Privileged access rights,"Annex A A.8.2: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",2. Is PAM or just‑in‑time elevation used for admin access?,,
A.8.2,Privileged access rights,"Annex A A.8.2: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",3. Are privileged sessions recorded where appropriate?,,
A.8.3,Information access restriction,"Annex A A.8.3: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",1. Are access restrictions mapped to data classification and roles?,,
A.8.3,Information access restriction,"Annex A A.8.3: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",2. How are entitlements tested after changes?,,
A.8.3,Information access restriction,"Annex A A.8.3: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",3. Are emergency access paths controlled and logged?,,
A.8.4,Access to source code,"Annex A A.8.4: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",1. Who can access source code and under what approvals?,,
A.8.4,Access to source code,"Annex A A.8.4: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",2. Are code changes peer‑reviewed and traceable?,,
A.8.4,Access to source code,"Annex A A.8.4: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",3. How are secrets and credentials prevented in repos?,,
A.8.5,Secure authentication,"Annex A A.8.5: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",1. Where is MFA enforced and what factors are used?,,
A.8.5,Secure authentication,"Annex A A.8.5: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",2. Are authentication flows resistant to phishing and replay?,,
A.8.5,Secure authentication,"Annex A A.8.5: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",3. How are account recovery processes secured?,,
A.8.6,Capacity management,"Annex A A.8.6: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are capacity thresholds/alerts defined and monitored?,,
A.8.6,Capacity management,"Annex A A.8.6: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are growth forecasts used to plan scaling?,,
A.8.6,Capacity management,"Annex A A.8.6: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Have capacity shortfalls caused incidents in the past year?,,
A.8.7,Protection against malware,"Annex A A.8.7: Deploy and maintain anti‑malware defenses with timely updates, real‑time protection, and detection across endpoints, email, and servers. Harden configurations and conduct user awareness to reduce infection risk.",1. Are anti‑malware controls deployed to all relevant endpoints/servers?,,
A.8.7,Protection against malware,"Annex A A.8.7: Deploy and maintain anti‑malware defenses with timely updates, real‑time protection, and detection across endpoints, email, and servers. Harden configurations and conduct user awareness to reduce infection risk.",2. Are detections investigated with documented outcomes?,,
A.8.7,Protection against malware,"Annex A A.8.7: Deploy and maintain anti‑malware defenses with timely updates, real‑time protection, and detection across endpoints, email, and servers. Harden configurations and conduct user awareness to reduce infection risk.",3. Is protection updated and tested regularly?,,
A.8.8,Management of technical vulnerabilities,"Annex A A.8.8: Implement vulnerability management: identification, assessment, prioritization, remediation (patching/config changes), and verification. Track SLAs by risk criticality, include third‑party components, and retain evidence of closure.",1. Are vulnerability scans performed on a defined cadence and scope?,,
A.8.8,Management of technical vulnerabilities,"Annex A A.8.8: Implement vulnerability management: identification, assessment, prioritization, remediation (patching/config changes), and verification. Track SLAs by risk criticality, include third‑party components, and retain evidence of closure.",2. Are remediation SLAs defined by risk and met?,,
A.8.8,Management of technical vulnerabilities,"Annex A A.8.8: Implement vulnerability management: identification, assessment, prioritization, remediation (patching/config changes), and verification. Track SLAs by risk criticality, include third‑party components, and retain evidence of closure.",3. How are zero‑day exposures tracked and mitigated?,,
A.8.9,Configuration management,"Annex A A.8.9: Maintain secure configuration baselines for systems, applications, and network devices. Control changes through change management, regularly review deviations, and remediate unauthorized changes.",1. Are configuration baselines defined and approved?,,
A.8.9,Configuration management,"Annex A A.8.9: Maintain secure configuration baselines for systems, applications, and network devices. Control changes through change management, regularly review deviations, and remediate unauthorized changes.","2. Is continuous configuration monitoring in place (CIS, SCAP, etc.)?",,
A.8.9,Configuration management,"Annex A A.8.9: Maintain secure configuration baselines for systems, applications, and network devices. Control changes through change management, regularly review deviations, and remediate unauthorized changes.",3. How are deviations triaged and corrected?,,
A.8.10,Information deletion,"Annex A A.8.10: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are deletion methods defined per platform/media type?,,
A.8.10,Information deletion,"Annex A A.8.10: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.","2. Is deletion verified with evidence (logs, certificates)?",,
A.8.10,Information deletion,"Annex A A.8.10: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are backups/cloud replicas addressed in deletion procedures?,,
A.8.11,Data masking,"Annex A A.8.11: Classify and label information; apply handling rules and technical controls such as masking, tokenization, or DLP where appropriate. Ensure access aligns to classification and track handling of sensitive data in all media and locations.","1. Where is data masking applied (non‑prod, analytics, support)?",,
A.8.11,Data masking,"Annex A A.8.11: Classify and label information; apply handling rules and technical controls such as masking, tokenization, or DLP where appropriate. Ensure access aligns to classification and track handling of sensitive data in all media and locations.",2. Are masking rules risk‑based and tested for reversibility?,,
A.8.11,Data masking,"Annex A A.8.11: Classify and label information; apply handling rules and technical controls such as masking, tokenization, or DLP where appropriate. Ensure access aligns to classification and track handling of sensitive data in all media and locations.",3. Are approvals required to use live data in lower environments?,,
A.8.12,Data leakage prevention,"Annex A A.8.12: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.","1. What DLP/CASB controls exist for email, web, endpoints, and cloud?",,
A.8.12,Data leakage prevention,"Annex A A.8.12: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.",2. Are policies tuned based on classification and business need?,,
A.8.12,Data leakage prevention,"Annex A A.8.12: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.",3. How are incidents triaged and false positives reduced?,,
A.8.13,Information backup,"Annex A A.8.13: Define and operate backup processes meeting RPO/RTO objectives. Protect backups with encryption and access controls, perform regular restore tests, and monitor job success with retention aligned to legal/business needs.","1. Are backup schedules, retention, and encryption defined and implemented?",,
A.8.13,Information backup,"Annex A A.8.13: Define and operate backup processes meeting RPO/RTO objectives. Protect backups with encryption and access controls, perform regular restore tests, and monitor job success with retention aligned to legal/business needs.",2. When was the last successful restore test and what were the results?,,
A.8.13,Information backup,"Annex A A.8.13: Define and operate backup processes meeting RPO/RTO objectives. Protect backups with encryption and access controls, perform regular restore tests, and monitor job success with retention aligned to legal/business needs.",3. Are backups protected from ransomware (immutability/offline copies)?,,
A.8.14,Redundancy of information processing facilities,"Annex A A.8.14: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. What redundancy/failover exists for critical services?,,
A.8.14,Redundancy of information processing facilities,"Annex A A.8.14: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are failover tests performed and documented?,,
A.8.14,Redundancy of information processing facilities,"Annex A A.8.14: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are single points of failure tracked and mitigated?,,
A.8.15,Logging,"Annex A A.8.15: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.","1. Are log sources, formats, and retention defined by policy?",,
A.8.15,Logging,"Annex A A.8.15: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.",2. How is log integrity/time accuracy ensured?,,
A.8.15,Logging,"Annex A A.8.15: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.",3. Are logs monitored and correlated for security events?,,
A.8.16,Monitoring activities,"Annex A A.8.16: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.","1. What monitoring tools/coverage exist across infra, apps, and cloud?",,
A.8.16,Monitoring activities,"Annex A A.8.16: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.",2. Are alert thresholds and playbooks defined?,,
A.8.16,Monitoring activities,"Annex A A.8.16: Enable logging and security monitoring for critical systems and services. Define event types, retention, time synchronization, alerting thresholds, and responsibilities; protect logs against tampering and support investigations.",3. How are gaps and tuning needs identified?,,
A.8.17,Clock synchronisation,"Annex A A.8.17: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are systems synchronized to reliable NTP sources?,,
A.8.17,Clock synchronisation,"Annex A A.8.17: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Is drift monitored and alerted?,,
A.8.17,Clock synchronisation,"Annex A A.8.17: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are time services protected against tampering?,,
A.8.18,Use of privileged utility programs,"Annex A A.8.18: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",1. Which privileged utilities are approved and restricted?,,
A.8.18,Use of privileged utility programs,"Annex A A.8.18: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",2. How is use monitored and reviewed?,,
A.8.18,Use of privileged utility programs,"Annex A A.8.18: Implement user access management across the lifecycle: registration, provisioning, change, periodic review, removal; use strong authentication (e.g., MFA), enforce least privilege, and monitor privileged sessions with logging and alerts.",3. Are alternatives considered to reduce need for such tools?,,
A.8.19,Installation of software on operational systems,"Annex A A.8.19: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Is there an approval process for software installation on prod systems?,,
A.8.19,Installation of software on operational systems,"Annex A A.8.19: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are packages verified (hash/signature) and licensed?,,
A.8.19,Installation of software on operational systems,"Annex A A.8.19: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Is an allow‑list enforced on critical systems?,,
A.8.20,Network controls,"Annex A A.8.20: Protect networks through segmentation, secure architecture, and controls on ingress/egress traffic. Apply firewalling, IDS/IPS where appropriate, and secure remote access with strong authentication and encryption.","1. Are network segmentation, filtering, and encryption implemented as designed?",,
A.8.20,Network controls,"Annex A A.8.20: Protect networks through segmentation, secure architecture, and controls on ingress/egress traffic. Apply firewalling, IDS/IPS where appropriate, and secure remote access with strong authentication and encryption.",2. Are firewall/router rules reviewed periodically?,,
A.8.20,Network controls,"Annex A A.8.20: Protect networks through segmentation, secure architecture, and controls on ingress/egress traffic. Apply firewalling, IDS/IPS where appropriate, and secure remote access with strong authentication and encryption.",3. Are network changes risk‑assessed and tested?,,
A.8.21,Security of network services,"Annex A A.8.21: Protect networks through segmentation, secure architecture, and controls on ingress/egress traffic. Apply firewalling, IDS/IPS where appropriate, and secure remote access with strong authentication and encryption.",1. Do network service providers meet defined security requirements?,,
A.8.21,Security of network services,"Annex A A.8.21: Protect networks through segmentation, secure architecture, and controls on ingress/egress traffic. Apply firewalling, IDS/IPS where appropriate, and secure remote access with strong authentication and encryption.",2. Are service levels and security assurances reviewed regularly?,,
A.8.21,Security of network services,"Annex A A.8.21: Protect networks through segmentation, secure architecture, and controls on ingress/egress traffic. Apply firewalling, IDS/IPS where appropriate, and secure remote access with strong authentication and encryption.",3. Are third‑party network changes assessed for risk?,,
A.8.22,Segregation in networks,"Annex A A.8.22: Apply segregation of duties to reduce the risk of error or fraud. Separate incompatible activities (e.g., development vs. production changes, approval vs. execution) and implement technical and organizational controls where strict segregation is impractical.",1. Is network segmentation aligned to data sensitivity and trust zones?,,
A.8.22,Segregation in networks,"Annex A A.8.22: Apply segregation of duties to reduce the risk of error or fraud. Separate incompatible activities (e.g., development vs. production changes, approval vs. execution) and implement technical and organizational controls where strict segregation is impractical.",2. Are ACLs/routing rules formally approved and documented?,,
A.8.22,Segregation in networks,"Annex A A.8.22: Apply segregation of duties to reduce the risk of error or fraud. Separate incompatible activities (e.g., development vs. production changes, approval vs. execution) and implement technical and organizational controls where strict segregation is impractical.","3. Are segmentation tests performed (e.g., NAC, pen tests)?",,
A.8.23,Web filtering,"Annex A A.8.23: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are URL categories/allow/deny lists defined and reviewed?,,
A.8.23,Web filtering,"Annex A A.8.23: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Are SSL inspection and privacy considerations addressed?,,
A.8.23,Web filtering,"Annex A A.8.23: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.","3. How are exceptions requested, approved, and audited?",,
A.8.24,Use of cryptography,"Annex A A.8.24: Adopt a cryptographic controls policy addressing algorithm selection, key management (generation, storage, rotation, revocation), and usage scenarios. Protect data at rest, in transit, and in use where applicable; maintain key custody records and ensure compliance with legal restrictions.",1. Are crypto algorithms/protocols aligned to current standards?,,
A.8.24,Use of cryptography,"Annex A A.8.24: Adopt a cryptographic controls policy addressing algorithm selection, key management (generation, storage, rotation, revocation), and usage scenarios. Protect data at rest, in transit, and in use where applicable; maintain key custody records and ensure compliance with legal restrictions.","2. Are keys generated, stored, rotated, and retired securely?",,
A.8.24,Use of cryptography,"Annex A A.8.24: Adopt a cryptographic controls policy addressing algorithm selection, key management (generation, storage, rotation, revocation), and usage scenarios. Protect data at rest, in transit, and in use where applicable; maintain key custody records and ensure compliance with legal restrictions.",3. Are crypto implementations periodically reviewed and tested?,,
A.8.25,Secure development lifecycle,"Annex A A.8.25: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.","1. Are secure SDLC gates defined (design review, threat model, testing)?",,
A.8.25,Secure development lifecycle,"Annex A A.8.25: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",2. Do developers receive regular secure coding training?,,
A.8.25,Secure development lifecycle,"Annex A A.8.25: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",3. Are security defects tracked to closure before release?,,
A.8.26,Application security requirements,"Annex A A.8.26: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are app security requirements captured early and traceable to tests?,,
A.8.26,Application security requirements,"Annex A A.8.26: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Do requirements reflect data sensitivity and threat modeling?,,
A.8.26,Application security requirements,"Annex A A.8.26: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are NFRs reviewed at each major change?,,
A.8.27,Secure system architecture and engineering principles,"Annex A A.8.27: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",1. Are architecture/security principles documented and applied?,,
A.8.27,Secure system architecture and engineering principles,"Annex A A.8.27: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",2. Is threat modeling conducted for key systems?,,
A.8.27,Secure system architecture and engineering principles,"Annex A A.8.27: Describe the control objective, key activities to implement and operate the control, roles and evidence expected, and how effectiveness will be monitored and improved over time. Align implementation detail with the organization’s risk profile.",3. Are deviations from patterns risk‑accepted?,,
A.8.28,Secure coding,"Annex A A.8.28: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.","1. Which secure coding standards/tools are mandated (e.g., OWASP, CERT)?",,
A.8.28,Secure coding,"Annex A A.8.28: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",2. Are code scans and peer reviews enforced in CI/CD?,,
A.8.28,Secure coding,"Annex A A.8.28: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",3. Are secrets scanning and dependency checks automated?,,
A.8.29,Security testing in development and acceptance,"Annex A A.8.29: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",1. Are SAST/DAST/IAST/pen tests defined by risk and stage?,,
A.8.29,Security testing in development and acceptance,"Annex A A.8.29: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",2. Are findings triaged and retested after fixes?,,
A.8.29,Security testing in development and acceptance,"Annex A A.8.29: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",3. Is acceptance testing inclusive of security requirements?,,
A.8.30,Outsourced development,"Annex A A.8.30: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",1. Do contracts with dev suppliers include security/IP clauses?,,
A.8.30,Outsourced development,"Annex A A.8.30: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",2. How are supplier SDLC practices assessed and monitored?,,
A.8.30,Outsourced development,"Annex A A.8.30: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",3. Is code provenance verified for third‑party deliverables?,,
A.8.31,"Separation of development, test and production environments","Annex A A.8.31: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",1. Are dev/test/prod environments logically and physically separated?,,
A.8.31,"Separation of development, test and production environments","Annex A A.8.31: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",2. Is movement of data between environments controlled and approved?,,
A.8.31,"Separation of development, test and production environments","Annex A A.8.31: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",3. Are elevated accesses limited and logged by environment?,,
A.8.32,Change management,"Annex A A.8.32: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",1. Is change risk assessed with approvals and back‑out plans?,,
A.8.32,Change management,"Annex A A.8.32: Embed security in the system lifecycle: requirements, design reviews, secure coding, code review, security testing, and controlled change/deployment. Separate dev/test/prod and protect repositories, pipelines, and secrets.",2. Are emergency changes controlled and reviewed post‑implementation?,,
