Clause,Reference,Description,Initial Assessment Points,Evidence/Artifact,Findings,Status
Article 29,103,"The Regulations shall set out the provisions, criteria and procedures related to the implementing this Article, including applicable exceptions for Controllers regarding conditions referred to in Subparagraphs (b) and (c) of Paragraph (2) of this Article, as well as controls and procedures for such exemptions.","1. Is the following requirement implemented: The Regulations shall set out the provisions, criteria and procedures related to the implementing this Article, including applicable exceptions for Controllers regarding conditions referred to in Subparagraphs (b) and (c) of Paragraph (2) of this Article, as well as controls and procedures for such exemptions.?
2. Are there controls or procedures verifying adherence to: The Regulations shall set out the provisions, criteria and procedures related to the implementing this Article, including applicable exceptions for Controllers regarding conditions referred to in Subparagraphs (b) and (c) of Paragraph (2) of this Article, as well as controls and procedures for such exemptions.?","Records of Processing Activities, Data Protection Policy",,
Article 30,104,"Without prejudice to the provisions of this Law and the powers of the Saudi Central Bank pursuant to applicable legal provisions, the Competent Authority shall be the entity in charge of overseeing the implementation of this Law and the Regulations.","1. Is compliance maintained with the provision: Without prejudice to the provisions of this Law and the powers of the Saudi Central Bank pursuant to applicable legal provisions, the Competent Authority shall be the entity in charge of overseeing the implementation of this Law and the Regulations.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Governance Structure, DPO Appointment Letter",,
Article 30,105,The Regulations shall identify the situations where the Controller shall appoint one or more persons as personal data protection officer(s). and shall set the responsibilities of any such person in accordance with the provisions of this Law.,"1. Is the following requirement implemented: The Regulations shall identify the situations where the Controller shall appoint one or more persons as personal data protection officer(s). and shall set the responsibilities of any such person in accordance with the provisions of this Law.?
2. Are there controls or procedures verifying adherence to: The Regulations shall identify the situations where the Controller shall appoint one or more persons as personal data protection officer(s). and shall set the responsibilities of any such person in accordance with the provisions of this Law.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities",,
Article 30,106,"The Controller shall cooperate with the Competent Authority in performing its duties to supervise the implementation of the provisions of this Law and the Regulations, and shall take such steps as necessary in connection with the related matters referred to the Controller by the Competent Authority.","1. Is the following requirement implemented: The Controller shall cooperate with the Competent Authority in performing its duties to supervise the implementation of the provisions of this Law and the Regulations, and shall take such steps as necessary in connection with the related matters referred to the Controller by the Competent Authority.?
2. Are there controls or procedures verifying adherence to: The Controller shall cooperate with the Competent Authority in performing its duties to supervise the implementation of the provisions of this Law and the Regulations, and shall take such steps as necessary in connection with the related matters referred to the Controller by the Competent Authority.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Governance Structure, DPO Appointment Letter",,
Article 30,107,"The Competent Authority, in order to carry out its duties related to supervising the implementation of the provisions of the Law and Regulations, may: A. Request the necessary documents or information from the Controller to ensure its compliance with the provisions of the Law and Regulations. B. Request the cooperation of any other party for the purposes of support in accomplishing supervisory duties and enforcement of the provisions of the Law and Regulations. C. Specify the appropriate tools and mechanisms for monitoring Controllers’ compliance with the provisions of the Law and the Regulations, including maintaining a national register of Controllers for this purpose. D. Provide services related to Personal Data protection through the national register referred to in Subparagraph (c) of this Paragraph or through any other means deemed appropriate. The Competent Authority may collect a fee for the Personal Data protection services it may provide.","1. Is the following requirement implemented: The Competent Authority, in order to carry out its duties related to supervising the implementation of the provisions of the Law and Regulations, may: A. Request the necessary documents or information from the Controller to ensure its compliance with the provisions of the Law and Regulations. B. Request the cooperation of any other party for the purposes of support in accomplishing supervisory duties and enforcement of the provisions of the Law and Regulations. C. Specify the appropriate tools and mechanisms for monitoring Controllers’ compliance with the provisions of the Law and the Regulations, including maintaining a national register of Controllers for this purpose. D. Provide services related to Personal Data protection through the national register referred to in Subparagraph (c) of this Paragraph or through any other means deemed appropriate. The Competent Authority may collect a fee for the Personal Data protection services it may provide.?
2. Are there controls or procedures verifying adherence to: The Competent Authority, in order to carry out its duties related to supervising the implementation of the provisions of the Law and Regulations, may: A. Request the necessary documents or information from the Controller to ensure its compliance with the provisions of the Law and Regulations. B. Request the cooperation of any other party for the purposes of support in accomplishing supervisory duties and enforcement of the provisions of the Law and Regulations. C. Specify the appropriate tools and mechanisms for monitoring Controllers’ compliance with the provisions of the Law and the Regulations, including maintaining a national register of Controllers for this purpose. D. Provide services related to Personal Data protection through the national register referred to in Subparagraph (c) of this Paragraph or through any other means deemed appropriate. The Competent Authority may collect a fee for the Personal Data protection services it may provide.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Governance Structure, DPO Appointment Letter",,
Article 30,108,"The Competent Authority may, at its discretion, delegate to other authorities the accomplishment of some of its duties that are related to supervision or enforcement of the provisions of the Law and Regulations.","1. Is the following requirement implemented: The Competent Authority may, at its discretion, delegate to other authorities the accomplishment of some of its duties that are related to supervision or enforcement of the provisions of the Law and Regulations.?
2. Are there controls or procedures verifying adherence to: The Competent Authority may, at its discretion, delegate to other authorities the accomplishment of some of its duties that are related to supervision or enforcement of the provisions of the Law and Regulations.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Governance Structure, DPO Appointment Letter",,
Article 31,109,"Without prejudice to Article (18) herein, the Controller shall maintain records, for such a period as required under the Regulations, of the Personal Data Processing activities, based on the nature of the activity carried out by the Controller. Such records are to be available whenever requested by the Competent Authority. The records shall contain the following information at a minimum:","1. Is compliance maintained with the provision: Without prejudice to Article (18) herein, the Controller shall maintain records, for such a period as required under the Regulations, of the Personal Data Processing activities, based on the nature of the activity carried out by the Controller. Such records are to be available whenever requested by the Competent Authority. The records shall contain the following information at a minimum:?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs; Governance Structure, DPO Appointment Letter",,
Article 31,110,Contact details of the Controller.,"1. Is the following requirement implemented: Contact details of the Controller.?
2. Are there controls or procedures verifying adherence to: Contact details of the Controller.?",,,
Article 31,111,The purpose of the Personal Data Processing.,"1. Is the following requirement implemented: The purpose of the Personal Data Processing.?
2. Are there controls or procedures verifying adherence to: The purpose of the Personal Data Processing.?","Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs",,
Article 31,112,Description of the categories of Personal Data Subjects.,"1. Is the following requirement implemented: Description of the categories of Personal Data Subjects.?
2. Are there controls or procedures verifying adherence to: Description of the categories of Personal Data Subjects.?","Data Classification Policy, Records of Processing Activities",,
Article 31,113,"Any other entity to which Personal Data has been, or will be, disclosed.","1. Is the following requirement implemented: Any other entity to which Personal Data has been, or will be, disclosed.?
2. Are there controls or procedures verifying adherence to: Any other entity to which Personal Data has been, or will be, disclosed.?","Data Classification Policy, Records of Processing Activities",,
Article 31,114,Whether the Personal Data has been or will be transferred outside the Kingdom or disclosed to an entity outside the Kingdom. 6-The expected period for which Personal Data shall be retained.,"1. Is the following requirement implemented: Whether the Personal Data has been or will be transferred outside the Kingdom or disclosed to an entity outside the Kingdom. 6-The expected period for which Personal Data shall be retained.?
2. Are there controls or procedures verifying adherence to: Whether the Personal Data has been or will be transferred outside the Kingdom or disclosed to an entity outside the Kingdom. 6-The expected period for which Personal Data shall be retained.?","Data Classification Policy, Records of Processing Activities; Cross-Border Data Transfer Agreements, SDAIA Approvals",,
Article 32,115,Repealed.,"1. Is the following requirement implemented: Repealed.?
2. Are there controls or procedures verifying adherence to: Repealed.?",,,
Article 33,116,"The Competent Authority shall set the requirements for practicing commercial, professional or non-profit activities related to Personal Data protection in the Kingdom, in coordination with the competent authorities, and without prejudice to the other requirements set by those authorities in their domain of competence.","1. Is the following requirement implemented: The Competent Authority shall set the requirements for practicing commercial, professional or non-profit activities related to Personal Data protection in the Kingdom, in coordination with the competent authorities, and without prejudice to the other requirements set by those authorities in their domain of competence.?
2. Are there controls or procedures verifying adherence to: The Competent Authority shall set the requirements for practicing commercial, professional or non-profit activities related to Personal Data protection in the Kingdom, in coordination with the competent authorities, and without prejudice to the other requirements set by those authorities in their domain of competence.?","Data Classification Policy, Records of Processing Activities; Governance Structure, DPO Appointment Letter",,
Article 33,117,The Competent Authority may grant licenses to entities that issue accreditation certificates to Controllers and Processors. The Competent Authority shall set the rules to regulate the issuance of such certificates.,"1. Is the following requirement implemented: The Competent Authority may grant licenses to entities that issue accreditation certificates to Controllers and Processors. The Competent Authority shall set the rules to regulate the issuance of such certificates.?
2. Are there controls or procedures verifying adherence to: The Competent Authority may grant licenses to entities that issue accreditation certificates to Controllers and Processors. The Competent Authority shall set the rules to regulate the issuance of such certificates.?","Governance Structure, DPO Appointment Letter",,
Article 33,118,"The Competent Authority may grant licenses to entities that conduct audits or checks of Personal Data Processing activities related to the Controller’s activity, in accordance with the provisions stipulated in the Regulations. The Competent Authority shall set the conditions and criteria to grant such licenses, and the rules regulating them.","1. Is the following requirement implemented: The Competent Authority may grant licenses to entities that conduct audits or checks of Personal Data Processing activities related to the Controller’s activity, in accordance with the provisions stipulated in the Regulations. The Competent Authority shall set the conditions and criteria to grant such licenses, and the rules regulating them.?
2. Are there controls or procedures verifying adherence to: The Competent Authority may grant licenses to entities that conduct audits or checks of Personal Data Processing activities related to the Controller’s activity, in accordance with the provisions stipulated in the Regulations. The Competent Authority shall set the conditions and criteria to grant such licenses, and the rules regulating them.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs; Governance Structure, DPO Appointment Letter; Internal Audit Reports, External Assessment Reports",,
Article 33,119,"The Competent Authority shall specify the appropriate tools and mechanisms to monitor compliance of Controllers and Processors outside the Kingdom in regard with their obligations as stated in the Law and the Regulations when Processing personal data related to individuals residing in the Kingdom by any means, and shall define procedures to enforce the provisions of the Law and the Regulations outside the Kingdom.","1. Is the following requirement implemented: The Competent Authority shall specify the appropriate tools and mechanisms to monitor compliance of Controllers and Processors outside the Kingdom in regard with their obligations as stated in the Law and the Regulations when Processing personal data related to individuals residing in the Kingdom by any means, and shall define procedures to enforce the provisions of the Law and the Regulations outside the Kingdom.?
2. Are there controls or procedures verifying adherence to: The Competent Authority shall specify the appropriate tools and mechanisms to monitor compliance of Controllers and Processors outside the Kingdom in regard with their obligations as stated in the Law and the Regulations when Processing personal data related to individuals residing in the Kingdom by any means, and shall define procedures to enforce the provisions of the Law and the Regulations outside the Kingdom.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs; Governance Structure, DPO Appointment Letter",,
Article 34,120,A Data Subject may submit to the Competent Authority any complaint that may arise out of the implementation of this Law and the Regulations. The Regulations shall set out the rules for processing the complaints that may arise from implementing this Law and the Regulations.,"1. Is the following requirement implemented: A Data Subject may submit to the Competent Authority any complaint that may arise out of the implementation of this Law and the Regulations. The Regulations shall set out the rules for processing the complaints that may arise from implementing this Law and the Regulations.?
2. Are there controls or procedures verifying adherence to: A Data Subject may submit to the Competent Authority any complaint that may arise out of the implementation of this Law and the Regulations. The Regulations shall set out the rules for processing the complaints that may arise from implementing this Law and the Regulations.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Processing Register, Audit Logs; Governance Structure, DPO Appointment Letter",,
Article 35,121,"Without prejudice to any harsher penalty stipulated in another law, any individual discloses or publishes Sensitive Data, in violation of the provisions of the Law, with the intention of harming the Data Subject or achieving a personal benefit shall be punished with imprisonment for a period not exceeding (two years), or a fine not exceeding (three million) Riyals, or both.","1. Is compliance maintained with the provision: Without prejudice to any harsher penalty stipulated in another law, any individual discloses or publishes Sensitive Data, in violation of the provisions of the Law, with the intention of harming the Data Subject or achieving a personal benefit shall be punished with imprisonment for a period not exceeding (two years), or a fine not exceeding (three million) Riyals, or both.?","Data Protection Policies, PDPL Implementation Procedures",,
Article 35,122,The Public Prosecution is responsible for investigating and prosecuting before the competent court for the violation stipulated in Paragraph (1) of this Article. 3-The competent court shall be in charge of lawsuits arising from the implementation of this Article and issuing the prescribed penalties.,"1. Is the following requirement implemented: The Public Prosecution is responsible for investigating and prosecuting before the competent court for the violation stipulated in Paragraph (1) of this Article. 3-The competent court shall be in charge of lawsuits arising from the implementation of this Article and issuing the prescribed penalties.?
2. Are there controls or procedures verifying adherence to: The Public Prosecution is responsible for investigating and prosecuting before the competent court for the violation stipulated in Paragraph (1) of this Article. 3-The competent court shall be in charge of lawsuits arising from the implementation of this Article and issuing the prescribed penalties.?","Data Protection Policies, PDPL Implementation Procedures",,
Article 35,123,"The competent court may double the fine penalty stipulated in Paragraph (1) of this Article in the case of recidivism, even if it results in exceeding its maximum limit, provided that it does not exceed double this limit.","1. Is the following requirement implemented: The competent court may double the fine penalty stipulated in Paragraph (1) of this Article in the case of recidivism, even if it results in exceeding its maximum limit, provided that it does not exceed double this limit.?
2. Are there controls or procedures verifying adherence to: The competent court may double the fine penalty stipulated in Paragraph (1) of this Article in the case of recidivism, even if it results in exceeding its maximum limit, provided that it does not exceed double this limit.?",,,
Article 36,124,"In cases that are not covered in Article (35) herein and without prejudice to any harsher penalty stipulated in another law, a warning or a fine not exceeding (five million) Riyals shall be imposed on every person with a special natural or legal capacity - covered by the provisions of the Law - who violates any of the provisions of the Law or the Regulations. The fine penalty may be doubled in the event of a repeat violation, even if it results in exceeding its maximum limit, provided that it does not exceed double this limit.","1. Is the following requirement implemented: In cases that are not covered in Article (35) herein and without prejudice to any harsher penalty stipulated in another law, a warning or a fine not exceeding (five million) Riyals shall be imposed on every person with a special natural or legal capacity - covered by the provisions of the Law - who violates any of the provisions of the Law or the Regulations. The fine penalty may be doubled in the event of a repeat violation, even if it results in exceeding its maximum limit, provided that it does not exceed double this limit.?
2. Are there controls or procedures verifying adherence to: In cases that are not covered in Article (35) herein and without prejudice to any harsher penalty stipulated in another law, a warning or a fine not exceeding (five million) Riyals shall be imposed on every person with a special natural or legal capacity - covered by the provisions of the Law - who violates any of the provisions of the Law or the Regulations. The fine penalty may be doubled in the event of a repeat violation, even if it results in exceeding its maximum limit, provided that it does not exceed double this limit.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy",,
Article 36,125,"A committee (or more) shall be formed by a decision of the president of the Competent Authority. The number of its members shall not be less than (three), and one of them shall be appointed as the committee head, and there shall be a technical specialist and a legal advisor among them. The committee is to examine violations and issue warnings or impose fines as stipulated in Paragraph (1) of this Article, considering the type of violation committed, its seriousness and the extent of its impact; provided that the decision of the committee is approved by the president of the Competent Authority or whomever they delegate. The president of the Competent Authority shall issue, by their decision, the rules of work of the committee, and the remunerations of its members shall be determined therein.","1. Is the following requirement implemented: A committee (or more) shall be formed by a decision of the president of the Competent Authority. The number of its members shall not be less than (three), and one of them shall be appointed as the committee head, and there shall be a technical specialist and a legal advisor among them. The committee is to examine violations and issue warnings or impose fines as stipulated in Paragraph (1) of this Article, considering the type of violation committed, its seriousness and the extent of its impact; provided that the decision of the committee is approved by the president of the Competent Authority or whomever they delegate. The president of the Competent Authority shall issue, by their decision, the rules of work of the committee, and the remunerations of its members shall be determined therein.?
2. Are there controls or procedures verifying adherence to: A committee (or more) shall be formed by a decision of the president of the Competent Authority. The number of its members shall not be less than (three), and one of them shall be appointed as the committee head, and there shall be a technical specialist and a legal advisor among them. The committee is to examine violations and issue warnings or impose fines as stipulated in Paragraph (1) of this Article, considering the type of violation committed, its seriousness and the extent of its impact; provided that the decision of the committee is approved by the president of the Competent Authority or whomever they delegate. The president of the Competent Authority shall issue, by their decision, the rules of work of the committee, and the remunerations of its members shall be determined therein.?","Governance Structure, DPO Appointment Letter",,
Article 36,126,Anyone against whom a decision has been issued by the committee mentioned in Paragraph (2) of this Article has the right to appeal against them before the competent court.,"1. Is the following requirement implemented: Anyone against whom a decision has been issued by the committee mentioned in Paragraph (2) of this Article has the right to appeal against them before the competent court.?
2. Are there controls or procedures verifying adherence to: Anyone against whom a decision has been issued by the committee mentioned in Paragraph (2) of this Article has the right to appeal against them before the competent court.?",,,
Article 37,127,Employees and workers appointed by a decision of the president of the Competent Authority shall have the powers to control and inspect the violations stated in this Law or the Regulations. The president of the Competent Authority shall issue the rules and procedures in regard to the work of those employees and workers in accordance with the applicable laws.,"1. Is the following requirement implemented: Employees and workers appointed by a decision of the president of the Competent Authority shall have the powers to control and inspect the violations stated in this Law or the Regulations. The president of the Competent Authority shall issue the rules and procedures in regard to the work of those employees and workers in accordance with the applicable laws.?
2. Are there controls or procedures verifying adherence to: Employees and workers appointed by a decision of the president of the Competent Authority shall have the powers to control and inspect the violations stated in this Law or the Regulations. The president of the Competent Authority shall issue the rules and procedures in regard to the work of those employees and workers in accordance with the applicable laws.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Governance Structure, DPO Appointment Letter",,
Article 37,128,The employees and workers referred to in Paragraph (1) of this Article may seek assistance from criminal investigations authorities or other competent authorities to carry out their duties concerning control and inspection of violations stipulated in the Law or Regulations.,"1. Is the following requirement implemented: The employees and workers referred to in Paragraph (1) of this Article may seek assistance from criminal investigations authorities or other competent authorities to carry out their duties concerning control and inspection of violations stipulated in the Law or Regulations.?
2. Are there controls or procedures verifying adherence to: The employees and workers referred to in Paragraph (1) of this Article may seek assistance from criminal investigations authorities or other competent authorities to carry out their duties concerning control and inspection of violations stipulated in the Law or Regulations.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy",,
Article 37,129,The Competent Authority has the right to seize the means or tools used in committing the violation until a decision is made on it. Article 38,"1. Is the following requirement implemented: The Competent Authority has the right to seize the means or tools used in committing the violation until a decision is made on it. Article 38?
2. Are there controls or procedures verifying adherence to: The Competent Authority has the right to seize the means or tools used in committing the violation until a decision is made on it. Article 38?","Governance Structure, DPO Appointment Letter",,
Article 37,130,"Without prejudice to the rights of bona fide third parties, the competent court may order the confiscation of funds obtained as a result of committing the violations stipulated in the Law.","1. Is compliance maintained with the provision: Without prejudice to the rights of bona fide third parties, the competent court may order the confiscation of funds obtained as a result of committing the violations stipulated in the Law.?","Data Protection Policies, PDPL Implementation Procedures",,
Article 37,131,"The competent court, or the committee referred to in paragraph (2) of Article (36), as the case may be, may include in their penalty judgment or decision a provision that a summary of such judgment or decision shall be published at the expense of the violator in one (or more) local newspapers distributed in their area of residence, or using any other proper means. This is based on the type, seriousness and impact of the violation; provided that the publishing shall be after the judgment becomes final, the lapse of the deadline for appeals, or the issuance of a final ruling dismissing the appeal against the judgement.","1. Is the following requirement implemented: The competent court, or the committee referred to in paragraph (2) of Article (36), as the case may be, may include in their penalty judgment or decision a provision that a summary of such judgment or decision shall be published at the expense of the violator in one (or more) local newspapers distributed in their area of residence, or using any other proper means. This is based on the type, seriousness and impact of the violation; provided that the publishing shall be after the judgment becomes final, the lapse of the deadline for appeals, or the issuance of a final ruling dismissing the appeal against the judgement.?
2. Are there controls or procedures verifying adherence to: The competent court, or the committee referred to in paragraph (2) of Article (36), as the case may be, may include in their penalty judgment or decision a provision that a summary of such judgment or decision shall be published at the expense of the violator in one (or more) local newspapers distributed in their area of residence, or using any other proper means. This is based on the type, seriousness and impact of the violation; provided that the publishing shall be after the judgment becomes final, the lapse of the deadline for appeals, or the issuance of a final ruling dismissing the appeal against the judgement.?",,,
Article 39,132,"Without prejudice to the provisions of Article (35) and Paragraph (1) of Article (36) of this Law, the Public Entity shall discipline any of its employees who violate any of the provisions of this Law and Regulations, in accordance with the disciplinary provisions and procedures prescribed by law.","1. Is compliance maintained with the provision: Without prejudice to the provisions of Article (35) and Paragraph (1) of Article (36) of this Law, the Public Entity shall discipline any of its employees who violate any of the provisions of this Law and Regulations, in accordance with the disciplinary provisions and procedures prescribed by law.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy",,
Article 40,133,"Without prejudice to the penalties stated in this Law, any individual that suffers a damage as a result of any of the violations stated in this Law or the Regulations may apply to a competent court for proportionate compensation for the material or moral damage.","1. Is compliance maintained with the provision: Without prejudice to the penalties stated in this Law, any individual that suffers a damage as a result of any of the violations stated in this Law or the Regulations may apply to a competent court for proportionate compensation for the material or moral damage.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy",,
Article 41,134,Any person that engages in the Processing of Personal Data shall protect the confidentiality of the Personal Data even after the end of such person’s occupational or contractual relationship.,"1. Is the following requirement implemented: Any person that engages in the Processing of Personal Data shall protect the confidentiality of the Personal Data even after the end of such person’s occupational or contractual relationship.?
2. Are there controls or procedures verifying adherence to: Any person that engages in the Processing of Personal Data shall protect the confidentiality of the Personal Data even after the end of such person’s occupational or contractual relationship.?","Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs",,
Article 42,135,"The president of the Competent Authority shall issue the Regulations within a period not exceeding (seven hundred and twenty) days commencing on the date of publishing the Law provided that the president must coordinate before issuing the Law with: (Ministry of Communications and Information Technology, Ministry of Foreign Affairs, Communications, Space & Technology Commission, Digital Government Authority, National Cybersecurity Authority, Saudi Health Council, and Saudi Central Bank), each in its own jurisdiction. Article 43 This Law shall come into force after (seven hundred and twenty) days commencing on the date of its publication in the Official Gazette.","1. Is the following requirement implemented: The president of the Competent Authority shall issue the Regulations within a period not exceeding (seven hundred and twenty) days commencing on the date of publishing the Law provided that the president must coordinate before issuing the Law with: (Ministry of Communications and Information Technology, Ministry of Foreign Affairs, Communications, Space & Technology Commission, Digital Government Authority, National Cybersecurity Authority, Saudi Health Council, and Saudi Central Bank), each in its own jurisdiction. Article 43 This Law shall come into force after (seven hundred and twenty) days commencing on the date of its publication in the Official Gazette.?
2. Are there controls or procedures verifying adherence to: The president of the Competent Authority shall issue the Regulations within a period not exceeding (seven hundred and twenty) days commencing on the date of publishing the Law provided that the president must coordinate before issuing the Law with: (Ministry of Communications and Information Technology, Ministry of Foreign Affairs, Communications, Space & Technology Commission, Digital Government Authority, National Cybersecurity Authority, Saudi Health Council, and Saudi Central Bank), each in its own jurisdiction. Article 43 This Law shall come into force after (seven hundred and twenty) days commencing on the date of its publication in the Official Gazette.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Governance Structure, DPO Appointment Letter; Access Control Policy, Encryption Evidence, Backup Procedures",,
